"# GtoPdb Version: 2024.2 - published: 2024-06-26"
"Target","Target ID","Target Subunit IDs","Target Gene Symbol","Target UniProt ID","Target Ensembl Gene ID","Target Ligand","Target Ligand ID","Target Ligand Subunit IDs","Target Ligand Gene Symbol","Target Ligand UniProt ID","Target Ligand Ensembl Gene ID","Target Ligand PubChem SID","Target Species","Ligand ID","Ligand","Ligand Type","Ligand Subunit IDs","Ligand Gene Symbol","Ligand Species","Ligand PubChem SID","Approved","Type","Action","Action comment","Selectivity","Endogenous","Primary Target","concentration Range","Affinity Units","Affinity High","Affinity Median","Affinity Low","Original Affinity Units","Original Affinity Low nm","Original Affinity Median nm","Original Affinity High nm","Original Affinity Relation","Assay Description","Receptor Site","Ligand Context","PubMed ID"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","6","7-methoxy-1-naphthylpiperazine","Synthetic organic",,,,"135649861","false","Agonist","Full agonist",,,"false","false","","pKi","","8.6","",,"","","",,,,,"9397179"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","7","8-OH-DPAT","Synthetic organic",,,,"135649864","false","Agonist","Full agonist","","Selective","false","false","","pKi","9.399999618530273","","8.399999618530273","Ki","3.9800000190734863","","0.39800000190734863","=","","","","1386736|9760039|9550290|15628665|9495870|10611634|12527336|9067310"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","22","asenapine","Synthetic organic",,,,"135650779","true","Agonist","Full agonist",,,"false","false","","pKi","8.3","","8.0",,"","","",,,,,"9760039|8935801"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","8","BMY-14802","Synthetic organic",,,,"135650007","false","Agonist","Full agonist",,,"false","false","","pKi","","7.2","",,"","","",,,,,"9760039"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","37","cabergoline","Synthetic organic",,,,"135652674","true","Agonist","Full agonist",,,"false","false","","pKi","","7.7","",,"","","",,,,,"12388666"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","38","clozapine","Synthetic organic",,,,"135650115","true","Agonist","Full agonist",,,"false","false","","pKi","6.9","","6.8",,"","","",,,,,"9760039|8935801|9732398"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","11","CP 93129","Synthetic organic",,,,"135650131","false","Agonist","Full agonist",,,"false","false","","pKi","","6.1","",,"","","",,,,,"9205951"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","39","donitriptan","Synthetic organic",,,,"135650207","false","Agonist","Full agonist",,,"false","false","","pKi","","7.6","",,"","","",,,,,"10381763"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","40","eletriptan","Synthetic organic",,,,"135650227","true","Agonist","Full agonist",,,"false","false","","pKi","","7.4","",,"","","",,,,,"10193663"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","12","EMDT","Synthetic organic",,,,"135650228","false","Agonist","Full agonist",,,"false","false","","pKi","","6.8","",,"","","",,,,,"10715164"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","13","FG-5893","Synthetic organic",,,,"135650260","false","Agonist","Full agonist",,,"false","false","","pKi","","8.7","",,"","","",,,,,"9760039"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","1","flesinoxan","Synthetic organic",,,,"135650267","false","Agonist","Full agonist",,,"false","false","","pKi","","9.3","",,"","","",,,,,"9760039"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","15","L-694,247","Synthetic organic",,,,"135650478","false","Agonist","Full agonist",,,"false","false","","pKi","","9.3","",,"","","",,,,,"9205951"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","16","L-772,405","Synthetic organic",,,,"135650493","false","Agonist","Full agonist",,,"false","false","","pIC50","","7.2","",,"","","",,,,,"10585208"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","43","lisuride","Synthetic organic",,,,"135650525","true","Agonist","Full agonist",,,"false","false","","pKi","9.8","","9.7",,"","","",,,,,"9550290|9205951|12388666"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","18","LY 165,163","Synthetic organic",,,,"135650543","false","Agonist","Full agonist",,,"false","false","","pKi","","8.9","",,"","","",,,,,"9760039"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","19","LY293284","Synthetic organic",,,,"135650546","false","Agonist","Full agonist",,,"false","false","","pKi","","10.1","",,"","","",,,,,"11101361"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","20","LY334370","Synthetic organic",,,,"135650551","false","Agonist","Full agonist",,,"false","false","","pKi","","7.8","",,"","","",,,,,"15900510"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","21","LY344864","Synthetic organic",,,,"135650553","false","Agonist","Full agonist",,,"false","false","","pKi","","6.3","",,"","","",,,,,"9395253"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","17","Lysergide","Synthetic organic",,,,"135650536","false","Agonist","Full agonist",,,"false","false","","pKi","","9.0","",,"","","",,,,,"12213075"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","44","nafadotride","Synthetic organic",,,,"135650679","false","Agonist","Full agonist",,,"false","false","","pKi","","7.3","","-","","","","=","",,,"9760039"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","45","naratriptan","Synthetic organic",,,,"135650691","true","Agonist","Full agonist",,,"false","false","","pKi","7.6","","7.1",,"","","",,,,,"9205951|10193663"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","3924","NLX-101","Synthetic organic",,,,"178100753","false","Agonist","Full agonist","","Selective","false","false","","pKi","","8.6","","-","","","","=","","","","19154445"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","46","ocaperidone","Synthetic organic",,,,"135650754","false","Agonist","Full agonist",,,"false","false","","pKi","","8.0","",,"","","",,,,,"9065439"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","47","olanzapine","Synthetic organic",,,,"135650756","true","Agonist","Full agonist",,,"false","false","","pKi","5.8","","5.6",,"","","",,,,,"9760039|8935801"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","50","quetiapine","Synthetic organic",,,,"135650869","true","Agonist","Full agonist",,,"false","false","","pKi","6.6","","6.5",,"","","",,,,,"9760039|8935801"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","2","quinpirole","Synthetic organic",,,,"135650874","false","Agonist","Full agonist",,,"false","false","","pKi","","5.8","",,"","","",,,,,"10431754"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","51","rizatriptan","Synthetic organic",,,,"135650905","true","Agonist","Full agonist",,,"false","false","","pKi","","6.4","",,"","","",,,,,"10193663"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","23","RU 24969","Synthetic organic",,,,"135650950","false","Agonist","Full agonist",,,"false","false","","pKi","","9.0","",,"","","",,,,,"9760039"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","24","S-14506","Synthetic organic",,,,"135650958","false","Agonist","Full agonist",,,"false","false","","pKi","9.7","","9.6",,"","","",,,,,"9760039|9550290"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","25","S-14671","Synthetic organic",,,,"135650959","false","Agonist","Full agonist",,,"false","false","","pKi","10.5","","10.2",,"","","",,,,,"9760039|9550290"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","53","spiroxatrine","Synthetic organic",,,,"135651066","false","Agonist","Full agonist",,,"false","false","","pKi","","8.8","",,"","","",,,,,"9760039"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","54","sumatriptan","Synthetic organic",,,,"135651095","true","Agonist","Full agonist",,,"false","false","","pKi","","6.0","",,"","","",,,,,"10193663"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","31","[<sup>3</sup>H]8-OH-DPAT","Synthetic organic",,,,"135651130","false","Agonist","Full agonist","","Not Determined","false","false","","pKd","9.4","","6.0","Kd","1000.0","","0.398","=","","","","10431754|9550290|15628665|11101361"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","3925","[<sup>3</sup>H]NLX-112","Synthetic organic",,,,"178100754","false","Agonist","Full agonist","","Not Determined","false","false","","pKd","","8.9","","Kd","","1.4","","=","","","","20799027"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","55","tandospirone","Synthetic organic",,,,"135651235","false","Agonist","Full agonist",,,"false","false","","pKi","","8.2","",,"","","",,,,,"9760039"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","30","U92016A","Synthetic organic",,,,"135651294","false","Agonist","Full agonist",,,"false","false","","pKi","","9.7","","-","","","","=","",,,"7965808"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","57","xanomeline","Synthetic organic",,,,"135651331","false","Agonist","Full agonist",,,"false","false","","pKi","","7.2","",,"","","",,,,,"9884068"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","58","zalospirone","Synthetic organic",,,,"135651354","false","Agonist","Full agonist",,,"false","false","","pKi","","8.1","",,"","","",,,,,"9760039"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","60","zolmitriptan","Synthetic organic",,,,"135651366","true","Agonist","Full agonist",,,"false","false","","pKi","","6.6","",,"","","",,,,,"10193663"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","33","apomorphine","Synthetic organic",,,,"135649950","true","Agonist","Partial agonist",,,"false","false","","pKi","","6.9","","-","","","","=","",,,"12388666"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","34","aripiprazole","Synthetic organic",,,,"135649956","true","Agonist","Partial agonist","","Not Determined","false","false","","pKi","","8.199999809265137","","-","","","","=","","","","12784105"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","9","BMY-7378","Synthetic organic",,,,"135650009","false","Agonist","Partial agonist",,,"false","false","","pIC50","8.0","","6.8",,"","","",,,,,"9048968"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","10","BRL-15572","Synthetic organic",,,,"135650023","false","Agonist","Partial agonist",,,"false","false","","pKi","","7.7","",,"","","",,,,,"9303567"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","35","bromocriptine","Synthetic organic",,,,"135650026","true","Agonist","Partial agonist",,,"false","false","","pKi","","7.9","",,"","","",,,,,"12388666"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","36","buspirone","Synthetic organic",,,,"135650035","true","Agonist","Partial agonist","","Not Determined","false","true","","pKi","8.0","","7.699999809265137","-","","","","=","","","","1386736|9760039|9550290"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","29","capeserod","Synthetic organic",,,,"135651059","false","Agonist","Partial agonist",,,"false","false","","pKi","","6.0","",,"","","",,,,,"12130738"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","41","fluparoxan","Synthetic organic",,,,"135650272","false","Agonist","Partial agonist",,,"false","false","","pKi","","6.8","",,"","","",,,,,"10611634"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","14","GR 127935","Synthetic organic",,,,"135650312","false","Agonist","Partial agonist",,,"false","false","","pKi","7.2","","7.1",,"","","",,,,,"9397179|9303567"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","42","ipsapirone","Synthetic organic",,,,"135650411","false","Agonist","Partial agonist",,,"false","false","","pKi","8.8","","8.6",,"","","",,,,,"9760039|9550290"
"5-HT<sub>1A</sub> receptor","1",,"Htr1a","P19327","ENSRNOG00000010254",,"",,,,,"","Rat","7461","lurasidone","Synthetic organic",,,,"187051764","true","Agonist","Partial agonist","","Not Determined","false","false","","pKi","","8.170000076293945","","Ki","","6.75","","=","","","","20404009"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","48","pergolide","Synthetic organic",,,,"135650809","true","Agonist","Partial agonist",,,"false","false","","pKi","","8.7","",,"","","",,,,,"12388666"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","49","piribedil","Synthetic organic",,,,"135650833","false","Agonist","Partial agonist",,,"false","false","","pKi","","6.4","",,"","","",,,,,"12388666"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","52","roxindole","Synthetic organic",,,,"135650930","false","Agonist","Partial agonist",,,"false","false","","pKi","9.9","","9.4",,"","","",,,,,"10431754|12388666"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","3218","(R)-UH 301","Synthetic organic",,,,"135650952","false","Agonist","Partial agonist","","Not Determined","false","false","","pKi","","8.6","","Ki","","2.74","","=","","","","9760039"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","26","S-15535","Synthetic organic",,,,"135650960","false","Agonist","Partial agonist",,,"false","false","","pKi","","9.2","",,"","","",,,,,"9550290"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","167","S 16924","Synthetic organic",,,,"135650961","false","Agonist","Partial agonist",,,"false","false","","pKi","","8.4","",,"","","",,,,,"9732398"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","28","SB 216641","Synthetic organic",,,,"135650988","false","Agonist","Partial agonist",,,"false","false","","pKi","","6.3","",,"","","",,,,,"9303567"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","32","[<sup>3</sup>H]S-15535","Synthetic organic",,,,"135651202","false","Agonist","Partial agonist",,,"false","false","","pKd","5.9","","5.8",,"","","",,,,,"9550290"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","56","terguride","Synthetic organic",,,,"135651246","true","Agonist","Partial agonist",,,"false","false","","pKi","","8.5","",,"","","",,,,,"12388666"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","7427","vilazodone","Synthetic organic",,,,"178103999","true","Agonist","Partial agonist","","Not Determined","false","true","","pIC50","","9.520000457763672","","IC50","","0.30000001192092896","","=","","","","15341484"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","7427","vilazodone","Synthetic organic",,,,"178103999","true","Agonist","Partial agonist","","Not Determined","false","true","","pKi","","9.699999809265137","","Ki","","0.20000000298023224","","=","Binding of vilazodone to human 5-HT<sub>1A</sub> receptors against [<sup></sup>3H]8-OH-DPAT (DPAT)","","","19499624"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","7351","vortioxetine","Synthetic organic",,,,"178103923","true","Agonist","Partial agonist","","Non-selective","false","true","","pKi","","7.820000171661377","","Ki","","15.0","","=","","","","21486038"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","59","ziprasidone","Synthetic organic",,,,"135651359","true","Agonist","Partial agonist",,,"false","false","","pKi","8.9","","7.9",,"","","",,,,,"9760039|8935801"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","104","RS-30199","Synthetic organic",,,,"135650942","false","Allosteric modulator","Positive","","Not Determined","false","false","","pKi","7.5","","7.099999904632568","-","","","","=","","","","9707291"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","67","9-OH-risperidone","Synthetic organic",,,,"135649866","false","Antagonist","Antagonist",,,"false","false","","pKi","","6.2","",,"","","",,,,,"8935801"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","62","(+)-butaclamol","Synthetic organic",,,,"135650036","false","Antagonist","Antagonist",,,"false","false","","pKi","","6.4","",,"","","",,,,,"9760039"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","83","chlorpromazine","Synthetic organic",,,,"135650088","true","Antagonist","Antagonist",,,"false","false","","pKi","","6.2","",,"","","",,,,,"9760039"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","84","cyamemazine","Synthetic organic",,,,"135650143","false","Antagonist","Antagonist","","Not Determined","false","false","","pKi","","6.3","","-","","","","=","","","","12527336"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","85","fluspirilene","Synthetic organic",,,,"135650278","true","Antagonist","Antagonist",,,"false","false","","pKi","","7.2","",,"","","",,,,,"8935801"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","69","GR 125,743","Synthetic organic",,,,"135650311","false","Antagonist","Antagonist",,,"false","false","","pKi","","7.3","",,"","","",,,,,"9205951"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","70","GR 218,231","Synthetic organic",,,,"135650317","false","Antagonist","Antagonist",,,"false","false","","pKi","","6.8","",,"","","",,,,,"10869410"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","86","haloperidol","Synthetic organic",,,,"135650345","true","Antagonist","Antagonist",,,"false","false","","pKi","5.8","","5.7",,"","","",,,,,"9760039|9067310|8935801|9732398"
"5-HT<sub>1A</sub> receptor","1",,"Htr1a","P19327","ENSRNOG00000010254",,"",,,,,"","Rat","87","iloperidone","Synthetic organic",,,,"135650377","true","Antagonist","Antagonist",,,"false","false","","pKi","","6.8","",,"","","",,,,,"8997630"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","87","iloperidone","Synthetic organic",,,,"135650377","true","Antagonist","Antagonist",,,"false","false","","pKi","","7.0","",,"","","",,,,,"11750183"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","68","<i>p</i>-MPPI","Synthetic organic",,,,"135650409","false","Antagonist","Antagonist",,,"false","false","","pKi","","8.4","",,"","","",,,,,"15628665"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","65","(<i>R</i>)-flurocarazolol","Synthetic organic",,,,"135650898","false","Antagonist","Antagonist",,,"false","false","","pKi","","6.5","",,"","","",,,,,"11512051"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","66","(<i>S</i>)-flurocarazolol","Synthetic organic",,,,"135651039","false","Antagonist","Antagonist",,,"false","false","","pKi","","7.5","",,"","","",,,,,"11512051"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","88","ketanserin","Synthetic organic",,,,"135650453","true","Antagonist","Antagonist",,,"false","false","","pKi","","5.0","",,"","","",,,,,"1386736"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","7227","mesoridazine","Synthetic organic",,,,"178103801","true","Antagonist","Antagonist","","Not Determined","false","false","","pKi","","6.980000019073486","","Ki","","105.0","","=","","","","15357957"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","89","methiothepin","Synthetic organic",,,,"135650584","false","Antagonist","Antagonist",,,"false","false","","pKi","8.1","","7.8",,"","","",,,,,"9760039|9550290"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","71","MPDT","Synthetic organic",,,,"135650627","false","Antagonist","Antagonist",,,"false","false","","pKi","","5.8","",,"","","",,,,,"10715164"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","73","NAN 190","Synthetic organic",,,,"135650690","false","Antagonist","Antagonist",,,"false","false","","pKi","","9.4","",,"","","",,,,,"9760039"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","90","pimozide","Synthetic organic",,,,"135650825","true","Antagonist","Antagonist",,,"false","false","","pKi","","6.8","",,"","","",,,,,"9760039"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","91","pindolol","Synthetic organic",,,,"135650827","true","Antagonist","Antagonist",,,"false","false","","pKi","","8.1","",,"","","",,,,,"9550290"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","92","pipamperone","Synthetic organic",,,,"135650830","false","Antagonist","Antagonist",,,"false","false","","pKi","","5.6","",,"","","",,,,,"8935801"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","93","pizotifen","Synthetic organic",,,,"135650835","true","Antagonist","Antagonist",,,"false","false","","pKi","","7.4","",,"","","",,,,,"9205951"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","63","(-)-propranolol","Synthetic organic",,,,"135650859","false","Antagonist","Antagonist",,,"false","false","","pKi","","7.5","",,"","","",,,,,"9205951"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","3227","p-[<sup>18</sup>F]MPPF","Synthetic organic",,,,"178100284","false","Antagonist","Antagonist","","Not Determined","false","false","","-","","","","-","","","","=","","","","16330560"
"5-HT<sub>1A</sub> receptor","1",,"HTR1A","P08908","ENSG00000178394",,"",,,,,"","Human","94","raclopride","Synthetic organic",,,,"135650880","false","Antagonist","Antagonist",,,"false","false","","pKi","","5.2","",,"","","",,,,,"9760039"
